,Credibility_Rank,Traffic_Rank,Bias_Rank,Factual_Reporting,Questionable,NaNs_Per_Row,Avrg_Per_Row
24733,-1.0,-1.0,-1.0,-1.0,-0.42857142857142855,0,-0.8
24734,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
24735,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24736,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
24737,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
24738,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24739,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
24740,-1.0,-1.0,-1.0,-1.0,-0.6428571428571429,0,-0.8
24741,-1.0,-1.0,-1.0,-1.0,-0.35714285714285715,0,-0.8
24742,-1.0,-1.0,0.0,-1.0,['No Data'],0,-0.6
24743,-1.0,-1.0,-1.0,-1.0,-0.2857142857142857,0,-0.8
24744,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24745,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
24746,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
24747,1.0,1.0,0.0,1.0,['No Data'],0,0.6
24748,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
24749,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24750,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24751,-1.0,-1.0,-1.0,-1.0,-0.42857142857142855,0,-0.8
24752,1.0,1.0,0.0,1.0,['No Data'],0,0.6
24753,-1.0,-1.0,-1.0,-1.0,-0.6428571428571429,0,-0.8
24754,-1.0,1.0,-1.0,-1.0,-0.21428571428571427,0,-0.4
24755,-1.0,-1.0,0.0,-1.0,['No Data'],0,-0.6
24756,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
24757,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
24758,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
24759,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
24760,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24761,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24762,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
24763,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24764,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
24765,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24766,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
24767,1.0,1.0,0.0,1.0,['No Data'],0,0.6
24768,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
24769,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24770,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
24771,-1.0,1.0,0.0,-1.0,['No Data'],0,-0.2
24772,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24773,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
24774,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24775,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
24776,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24777,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
24778,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
24779,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24780,1.0,-1.0,0.0,1.0,['No Data'],0,0.2
24781,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
24782,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
24783,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
24784,-1.0,-1.0,-1.0,-1.0,-0.2857142857142857,0,-0.8
24785,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
24786,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24787,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24788,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
24789,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
24790,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
24791,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
24792,-1.0,-1.0,-1.0,-1.0,-0.35714285714285715,0,-0.8
24793,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
24794,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
24795,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
24796,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
24797,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
24798,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24799,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
24800,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
24801,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
24802,1.0,1.0,0.0,1.0,['No Data'],0,0.6
24803,-1.0,-1.0,0.0,-1.0,['No Data'],0,-0.6
24804,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
24805,0.0,1.0,-1.0,0.0,['No Data'],1,-0.2
24806,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
24807,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
24808,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
24809,-1.0,-1.0,-1.0,-1.0,-0.42857142857142855,0,-0.8
24810,-1.0,1.0,0.0,-1.0,['No Data'],0,-0.2
24811,-1.0,-1.0,0.0,-1.0,['No Data'],0,-0.6
24812,0.0,1.0,-1.0,0.0,['No Data'],1,-0.2
24813,-1.0,1.0,-1.0,-1.0,-0.35714285714285715,0,-0.4
24814,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
24815,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
24816,-1.0,-1.0,-1.0,-1.0,-0.42857142857142855,0,-0.8
24817,-1.0,-1.0,-1.0,-1.0,-0.42857142857142855,0,-0.8
24818,-1.0,-1.0,-1.0,-1.0,-0.42857142857142855,0,-0.8
24819,-1.0,-1.0,-1.0,-1.0,-0.6428571428571429,0,-0.8
24820,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
24821,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24822,-1.0,1.0,0.0,-1.0,['No Data'],0,-0.2
24823,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24824,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
24825,-1.0,-1.0,-1.0,-1.0,-0.2857142857142857,0,-0.8
24826,-1.0,1.0,0.0,-1.0,['No Data'],0,-0.2
24827,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
24828,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24829,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
24830,-1.0,-1.0,-1.0,-1.0,-0.42857142857142855,0,-0.8
24831,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24832,-1.0,-1.0,-1.0,-1.0,-0.35714285714285715,0,-0.8
24833,-1.0,-1.0,-1.0,-1.0,-0.2857142857142857,0,-0.8
24834,-1.0,1.0,0.0,-1.0,['No Data'],0,-0.2
24835,-1.0,-1.0,-1.0,-1.0,-0.42857142857142855,0,-0.8
24836,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24837,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
24838,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
24839,-1.0,-1.0,-1.0,-1.0,-0.2857142857142857,0,-0.8
24840,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
24841,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
24842,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
24843,0.0,1.0,-1.0,0.0,['No Data'],1,-0.2
24844,-1.0,-1.0,-1.0,-1.0,-0.2857142857142857,0,-0.8
24845,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
24846,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
24847,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
24848,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
24849,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
24850,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
24851,-1.0,-1.0,-1.0,-1.0,-0.42857142857142855,0,-0.8
24852,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24853,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
24854,-1.0,-1.0,0.0,-1.0,['No Data'],0,-0.6
24855,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
24856,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
24857,-1.0,1.0,0.0,-1.0,['No Data'],0,-0.2
24858,-1.0,-1.0,-1.0,-1.0,-0.2857142857142857,0,-0.8
24859,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
24860,1.0,-1.0,0.0,1.0,['No Data'],0,0.2
24861,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24862,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
24863,-1.0,-1.0,0.0,-1.0,['No Data'],0,-0.6
24864,-1.0,-1.0,0.0,-1.0,['No Data'],0,-0.6
24865,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
24866,-1.0,-1.0,-1.0,-1.0,-0.2857142857142857,0,-0.8
24867,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
24868,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24869,-1.0,-1.0,-1.0,-1.0,-0.21428571428571427,0,-0.8
24870,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
24871,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
24872,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
24873,-1.0,-1.0,-1.0,-1.0,-0.35714285714285715,0,-0.8
24874,-1.0,1.0,0.0,-1.0,['No Data'],0,-0.2
24875,-1.0,-1.0,-1.0,-1.0,-0.2857142857142857,0,-0.8
24876,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
24877,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24878,1.0,1.0,0.0,1.0,['No Data'],0,0.6
24879,1.0,1.0,0.0,1.0,['No Data'],0,0.6
24880,1.0,1.0,0.0,1.0,['No Data'],0,0.6
24881,1.0,1.0,0.0,1.0,['No Data'],0,0.6
24882,-1.0,1.0,0.0,-1.0,['No Data'],0,-0.2
24883,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24884,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
24885,-1.0,1.0,0.0,-1.0,['No Data'],0,-0.2
24886,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
24887,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
24888,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
24889,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24890,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24891,0.0,1.0,-1.0,0.0,['No Data'],1,-0.2
24892,-1.0,-1.0,0.0,-1.0,['No Data'],0,-0.6
24893,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
24894,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24895,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
24896,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
24897,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
24898,-1.0,1.0,0.0,-1.0,['No Data'],0,-0.2
24899,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
24900,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
24901,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
24902,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
24903,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24904,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
24905,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24906,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
24907,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
24908,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24909,-1.0,-1.0,-1.0,-1.0,-0.35714285714285715,0,-0.8
24910,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24911,-1.0,-1.0,-1.0,-1.0,-0.42857142857142855,0,-0.8
24912,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
24913,0.0,1.0,-1.0,0.0,['No Data'],1,-0.2
24914,-1.0,-1.0,-1.0,-1.0,-0.2857142857142857,0,-0.8
24915,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
24916,-1.0,-1.0,-1.0,-1.0,-0.35714285714285715,0,-0.8
24917,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
24918,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
24919,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24920,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
24921,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
24922,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
24923,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
24924,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
24925,1.0,1.0,0.0,1.0,['No Data'],0,0.6
24926,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
24927,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24928,-1.0,-1.0,-1.0,-1.0,-0.35714285714285715,0,-0.8
24929,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
24930,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24931,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24932,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
24933,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
24934,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
24935,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
24936,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24937,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
24938,1.0,1.0,0.0,1.0,['No Data'],0,0.6
24939,1.0,1.0,0.0,1.0,['No Data'],0,0.6
24940,1.0,1.0,0.0,1.0,['No Data'],0,0.6
24941,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
24942,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
24943,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
24944,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24945,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
24946,-1.0,-1.0,0.0,-1.0,['No Data'],0,-0.6
24947,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24948,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24949,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
24950,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
24951,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
24952,1.0,1.0,0.0,1.0,['No Data'],0,0.6
24953,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24954,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24955,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24956,-1.0,1.0,0.0,-1.0,['No Data'],0,-0.2
24957,-1.0,-1.0,0.0,-1.0,['No Data'],0,-0.6
24958,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
24959,-1.0,-1.0,0.0,-1.0,['No Data'],0,-0.6
24960,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24961,1.0,1.0,0.0,1.0,['No Data'],0,0.6
24962,-1.0,-1.0,-1.0,-1.0,-0.35714285714285715,0,-0.8
24963,-1.0,-1.0,-1.0,-1.0,-0.42857142857142855,0,-0.8
24964,-1.0,-1.0,-1.0,-1.0,-0.42857142857142855,0,-0.8
24965,-1.0,-1.0,-1.0,-1.0,-0.42857142857142855,0,-0.8
24966,-1.0,-1.0,-1.0,-1.0,-0.42857142857142855,0,-0.8
24967,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
24968,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24969,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
24970,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
24971,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
24972,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
24973,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
24974,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
24975,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24976,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
24977,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24978,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24979,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
24980,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24981,1.0,1.0,0.0,1.0,['No Data'],0,0.6
24982,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24983,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
24984,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24985,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
24986,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24987,1.0,1.0,0.0,1.0,['No Data'],0,0.6
24988,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
24989,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24990,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
24991,-1.0,1.0,0.0,-1.0,['No Data'],0,-0.2
24992,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
24993,-1.0,1.0,0.0,-1.0,['No Data'],0,-0.2
24994,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
24995,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
24996,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
24997,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
24998,-1.0,-1.0,-1.0,-1.0,-0.42857142857142855,0,-0.8
24999,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
25000,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
25001,-1.0,1.0,0.0,-1.0,['No Data'],0,-0.2
25002,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
25003,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
25004,-1.0,-1.0,0.0,-1.0,['No Data'],0,-0.6
25005,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
25006,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
25007,-1.0,-1.0,-1.0,-1.0,-0.42857142857142855,0,-0.8
25008,-1.0,-1.0,-1.0,-1.0,-0.6428571428571429,0,-0.8
25009,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
25010,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
25011,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
25012,-1.0,-1.0,0.0,-1.0,['No Data'],0,-0.6
25013,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
25014,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
25015,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
25016,0.0,1.0,-1.0,0.0,['No Data'],1,-0.2
25017,-1.0,1.0,0.0,-1.0,['No Data'],0,-0.2
25018,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
25019,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
25020,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
25021,-1.0,-1.0,-1.0,-1.0,-0.21428571428571427,0,-0.8
25022,-1.0,-1.0,-1.0,-1.0,-0.42857142857142855,0,-0.8
25023,-1.0,-1.0,-1.0,-1.0,-0.42857142857142855,0,-0.8
25024,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
25025,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
25026,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
25027,0.0,1.0,-1.0,0.0,['No Data'],1,-0.2
25028,-1.0,1.0,0.0,-1.0,['No Data'],0,-0.2
25029,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
25030,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
25031,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
25032,-1.0,-1.0,0.0,-1.0,['No Data'],0,-0.6
25033,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
25034,1.0,1.0,0.0,1.0,['No Data'],0,0.6
25035,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
25036,1.0,1.0,0.0,1.0,['No Data'],0,0.6
25037,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
25038,1.0,1.0,0.0,1.0,['No Data'],0,0.6
25039,1.0,1.0,0.0,1.0,['No Data'],0,0.6
25040,-1.0,-1.0,-1.0,-1.0,-0.21428571428571427,0,-0.8
25041,1.0,1.0,0.0,1.0,['No Data'],0,0.6
25042,1.0,1.0,0.0,1.0,['No Data'],0,0.6
25043,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
25044,-1.0,-1.0,-1.0,-1.0,-0.35714285714285715,0,-0.8
25045,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
25046,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
25047,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
25048,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
25049,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
25050,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
25051,0.0,1.0,-1.0,0.0,['No Data'],1,-0.2
25052,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
25053,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
25054,-1.0,-1.0,-1.0,-1.0,-0.35714285714285715,0,-0.8
25055,-1.0,-1.0,-1.0,-1.0,-0.42857142857142855,0,-0.8
25056,-1.0,-1.0,0.0,-1.0,['No Data'],0,-0.6
25057,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
25058,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
25059,-1.0,-1.0,-1.0,-1.0,-0.35714285714285715,0,-0.8
25060,-1.0,-1.0,-1.0,-1.0,-0.35714285714285715,0,-0.8
25061,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
25062,0.0,1.0,-1.0,0.0,['No Data'],1,-0.2
25063,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
25064,-1.0,1.0,-1.0,-1.0,-0.42857142857142855,0,-0.4
25065,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
25066,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
25067,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
25068,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
25069,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
25070,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
25071,-1.0,-1.0,0.0,-1.0,['No Data'],0,-0.6
25072,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
25073,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
25074,-1.0,-1.0,-1.0,-1.0,-0.35714285714285715,0,-0.8
25075,0.0,1.0,-1.0,0.0,['No Data'],1,-0.2
25076,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
25077,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
25078,-1.0,-1.0,-1.0,-1.0,-0.2857142857142857,0,-0.8
25079,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
25080,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
25081,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
25082,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
25083,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
25084,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
25085,-1.0,-1.0,0.0,-1.0,['No Data'],0,-0.6
25086,-1.0,1.0,-1.0,-1.0,-0.7142857142857143,0,-0.4
25087,-1.0,1.0,0.0,-1.0,['No Data'],0,-0.2
25088,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
25089,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
25090,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
25091,-1.0,-1.0,-1.0,-1.0,-0.2857142857142857,0,-0.8
25092,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
25093,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
25094,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
25095,-1.0,1.0,-1.0,-1.0,-0.5,0,-0.4
25096,-1.0,-1.0,-1.0,-1.0,-0.42857142857142855,0,-0.8
25097,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
25098,-1.0,-1.0,-1.0,-1.0,-0.35714285714285715,0,-0.8
25099,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
25100,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
25101,1.0,1.0,0.0,1.0,['No Data'],0,0.6
25102,1.0,1.0,0.0,1.0,['No Data'],0,0.6
25103,1.0,1.0,0.0,1.0,['No Data'],0,0.6
25104,1.0,1.0,0.0,1.0,['No Data'],0,0.6
25105,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
25106,-1.0,-1.0,-1.0,-1.0,-0.42857142857142855,0,-0.8
25107,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
25108,0.0,1.0,-1.0,0.0,['No Data'],1,-0.2
25109,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
25110,-1.0,-1.0,-1.0,-1.0,-0.35714285714285715,0,-0.8
25111,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
25112,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
25113,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
25114,-1.0,1.0,-1.0,-1.0,-0.6428571428571429,0,-0.4
25115,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
25116,-1.0,-1.0,-1.0,-1.0,-0.5,0,-0.8
25117,0.0,0.0,0.0,0.0,['No Data'],5,-1.0
