"ip","fetch_error","bogon","hostname","anycast","city","region","country","postal","loc","timezone","asn","asn_name","asn_domain","asn_route","asn_type","abuse_address","abuse_country","abuse_email","abuse_name","abuse_network","abuse_phone","company_name","company_domain","company_type","carrier_name","carrier_mcc","carrier_mnc","is_vpn","is_proxy","is_tor","is_relay","is_hosting","privacy_service"
"63.250.43.8",,,"ingress-cygni.easywp.com",,"Phoenix","Arizona","US","85001","33.4484,-112.0740","America/Phoenix","AS22612","Namecheap, Inc.","namecheap.com","63.250.43.0/24","hosting","US, CA, Los Angeles, 11400 W. Olympic Blvd. Suite 200, 90064","US","abuse@namecheaphosting.com","Abuse team","63.250.32.0/20","+1-323-375-2822","Namecheap, Inc.","namecheap.com","hosting",,,,false,false,false,false,true,""
"52.16.50.50",,,"ec2-52-16-50-50.eu-west-1.compute.amazonaws.com",,"Dublin","Leinster","IE","D02","53.3331,-6.2489","Europe/Dublin","AS16509","Amazon.com, Inc.","amazon.com","52.16.0.0/15","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","52.16.0.0/14","+1-206-555-0000","Amazon Data Services Ireland Limited","amazon.com","hosting",,,,false,false,false,false,true,""
"104.131.58.173",,,,,"Clifton","New Jersey","US","07014","40.8344,-74.1377","America/New_York","AS14061","DigitalOcean, LLC","digitalocean.com","104.131.0.0/18","hosting","US, NY, New York, 101, Ave of the Americas, 10013","US","abuse@digitalocean.com","DigitalOcean Abuse","104.131.0.0/16","+1-347-875-6044","DigitalOcean, LLC","digitalocean.com","hosting",,,,false,false,false,false,true,""
"54.192.86.140",,,"server-54-192-86-140.ams50.r.cloudfront.net",,"Amsterdam","North Holland","NL","1012","52.3740,4.8897","Europe/Amsterdam","AS16509","Amazon.com, Inc.","amazon.com","54.192.84.0/22","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","54.192.0.0/16","+1-206-555-0000","Amazon.com, Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"45.60.44.172",,,,true,"Redwood City","California","US","94065","37.5331,-122.2486","America/Los_Angeles","AS19551","Incapsula Inc","incapsula.com","45.60.44.0/24","hosting","US, CA, Redwood Shore, 3400 Bridge Parkway, Suite 200, 94065","US","abuse@incapsula.com","Imperva AbuseDesk","45.60.0.0/16","+1-866-250-7659","Incapsula Inc","imperva.com","hosting",,,,false,false,false,false,true,""
"194.85.30.210",,,"web2.mid.ru",,"Moscow","Moscow","RU","101000","55.7522,37.6156","Europe/Moscow","AS57580","Federal State Unitary Enterprise ""Research Center For Informatics Under The Ministry Of Foreign Affairs Of The Russian Federation""","mid.ru","194.85.30.0/24","business","119200 Moscow,, Denezhny pereulok, 21","RU","noc@mid.ru","Abuse-C Role","194.85.30.128/25","+7 499 2449092","Research Centre for Computer Science at the Russian Foreign Ministry","mid.ru","business",,,,false,false,false,false,false,""
"2.21.40.126",,,"a2-21-40-126.deploy.static.akamaitechnologies.com",,"Amsterdam","North Holland","NL","1012","52.3740,4.8897","Europe/Amsterdam","AS16625","Akamai Technologies, Inc.","akamai.com","2.21.40.0/22","hosting","Akamai Technologies, 8 Cambridge Center, 02142, Cambridge, MA, UNITED STATES","US","abuse@akamai.com","Abuse-C Role","2.21.32.0/20","+1-617-938-3130","Akamai Technologies","akamai.com","hosting",,,,false,false,false,false,true,""
"52.222.139.5",,,"server-52-222-139-5.ams50.r.cloudfront.net",,"Amsterdam","North Holland","NL","1012","52.3740,4.8897","Europe/Amsterdam","AS16509","Amazon.com, Inc.","amazon.com","52.222.136.0/21","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","52.222.128.0/17","+1-206-555-0000","Amazon.com, Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"104.244.42.5",,,,true,"San Francisco","California","US","94103","37.7725,-122.4147","America/Los_Angeles","AS13414","Twitter Inc.","twitterinc.com","104.244.42.0/24","hosting","US, CA, San Francisco, 1355 Market St, Flr 9, 94103","US","net-abuse@twitter.com","Twitter Network Abuse","104.244.40.0/21","+1-415-222-9670","Twitter Inc.","twitterinc.com","hosting",,,,false,false,false,false,true,""
"18.65.39.114",,,"server-18-65-39-114.ams1.r.cloudfront.net",,"Amsterdam","North Holland","NL","1012","52.3740,4.8897","Europe/Amsterdam","AS16509","Amazon.com, Inc.","amazon.com","18.65.32.0/21","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","18.64.0.0/14","+1-206-555-0000","Amazon.com, Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"195.50.178.200",,,"ssl.welt.de",,"Stralsund","Mecklenburg-Vorpommern","DE","18439","54.3091,13.0818","Europe/Berlin","AS3209","Vodafone GmbH","vodafone.de","195.50.128.0/18","isp","Vodafone GmbH, Campus Eschborn, Duesseldorfer Strasse 15, D-65760 Eschborn, Germany","DE","abuse.de@vodafone.com","Vodafone Germany IP Core Backbone","195.50.176.0/22","+49 6196 523 0864","Boreus Rechenzentrum GmbH","boreus.de","business",,,,false,false,false,false,false,""
"104.26.6.236",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.26.0.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"3.126.202.50",,,"ec2-3-126-202-50.eu-central-1.compute.amazonaws.com",,"Frankfurt am Main","Hesse","DE","60326","50.1025,8.6299","Europe/Berlin","AS16509","Amazon.com, Inc.","amazon.com","3.124.0.0/14","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","3.124.0.0/14","+1-206-555-0000","A100 ROW GmbH","amazon.com","hosting",,,,false,false,false,false,true,""
"151.101.129.63",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS54113","Fastly, Inc.","fastly.com","151.101.128.0/22","hosting","US, CA, San Francisco, PO Box 78266, 94107","US","abuse@fastly.com","Abuse Account","151.101.0.0/16","+1-415-496-9353","Fastly, Inc.","fastly.com","hosting",,,,false,false,false,false,true,""
"69.16.175.10",,,"hwcdn.net",true,"Dallas","Texas","US","75201","32.7831,-96.8067","America/Chicago","AS20446","StackPath, LLC.","stackpath.com","69.16.175.0/24","business","US, TX, Dallas, 1950 N. Stemmons Freeway, Suite 1001, 75207","US","abuse@hwng.net","Highwinds Abuse Response","69.16.174.0/23","+1-469-899-5729","Highwinds Network Group, Inc.","stackpath.com","business",,,,false,false,false,false,false,""
"104.18.26.154",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.18.16.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"104.18.113.54",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.18.112.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"52.201.130.82",,,"ec2-52-201-130-82.compute-1.amazonaws.com",,"Ashburn","Virginia","US","20147","39.0437,-77.4875","America/New_York","AS14618","Amazon.com, Inc.","amazon.com","52.200.0.0/13","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","52.192.0.0-52.223.191.255","+1-206-555-0000","Amazon Technologies Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"151.101.192.144",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS54113","Fastly, Inc.","fastly.com","151.101.192.0/22","hosting","US, CA, San Francisco, PO Box 78266, 94107","US","abuse@fastly.com","Abuse Account","151.101.0.0/16","+1-415-496-9353","Fastly, Inc.","fastly.com","hosting",,,,false,false,false,false,true,""
"192.0.78.231",,,,true,"San Francisco","California","US","94110","37.7509,-122.4153","America/Los_Angeles","AS2635","Automattic, Inc","automattic.com","192.0.78.0/24","hosting","US, CA, San Francisco, 60 29th Street #343, 94110","US","abuse@automattic.com","Abuse","192.0.64.0/18","+1-877-273-8550","Automattic, Inc","automattic.com","hosting",,,,false,false,false,false,true,""
"104.20.0.9",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.20.0.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"142.4.0.220",,,"disseminate.tv",,"Provo","Utah","US","84606","40.2347,-111.6447","America/Denver","AS46606","Unified Layer","endurance.com","142.4.0.0/19","hosting","US, UT, Provo, 1958 South 950 East, 84606","US","abuse@bluehost.com","Network Operations Center","142.4.0.220/32","+1-801-765-9400","Unified Layer","newfold.com","hosting",,,,false,false,false,false,true,""
"104.26.1.124",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.26.0.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"104.18.38.232",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.18.38.0/24","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"95.216.229.153",,,"95.216.229.153",,"Tuusula","Uusimaa","FI","04360","60.3540,24.9794","Europe/Helsinki","AS24940","Hetzner Online GmbH","hetzner.de","95.216.0.0/16","hosting","Hetzner Online GmbH, Industriestrasse 25, D-91710 Gunzenhausen, Germany","DE","abuse@hetzner.com","Hetzner Online GmbH - Contact Role","95.216.0.0/15","+49 9831 505-0","Hetzner Online GmbH","hetzner.com","hosting",,,,false,false,false,false,true,""
"104.21.51.249",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.21.48.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"23.23.163.109",,,"ec2-23-23-163-109.compute-1.amazonaws.com",,"Ashburn","Virginia","US","20147","39.0437,-77.4875","America/New_York","AS14618","Amazon.com, Inc.","amazon.com","23.22.0.0/15","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","23.20.0.0/14","+1-206-555-0000","Amazon Data Services NoVa","amazon.com","hosting",,,,false,false,false,false,true,""
"172.64.147.184",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","172.64.147.0/24","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","172.64.0.0/13","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"217.21.68.70",,,,,"Manchester","England","GB","M1","53.4809,-2.2374","Europe/London","AS47583","Hostinger International Limited","hostinger.com","217.21.68.0/22","hosting","Europos pr. 32, LT-46326 Kaunas, Lithuania","LT","abuse@hostinger.com","Hostinger Administrators","217.21.68.0/22","+37064503378","Hostinger International Limited","hostinger.com","hosting",,,,false,false,false,false,true,""
"135.148.103.138",,,"ns1008842.ip-135-148-103.us",,"Washington","Washington, D.C.","US","20004","38.8951,-77.0364","America/New_York","AS16276","OVH SAS","ovhcloud.com","135.148.0.0/17","hosting","US, VA, Reston, Sunset Hills, 12110","US","abuse@ovh.us","ABUSE","135.148.103.0/24","+1-844-325-6233","OVH US LLC","ovhcloud.com","hosting",,,,false,false,false,false,true,""
"50.87.145.220",,,"gator3408.hostgator.com",,"Provo","Utah","US","84601","40.2338,-111.6585","America/Denver","AS46606","Unified Layer","endurance.com","50.87.0.0/16","hosting","US, UT, Provo, 1958 South 950 East, 84606","US","abuse@bluehost.com","Network Operations Center","50.87.144.0/21","+1-801-765-9400","WEBSITEWELCOME.COM","websitewelcome.com","hosting",,,,false,false,false,false,true,""
"52.94.225.248",,,,,"Ashburn","Virginia","US","20147","39.0437,-77.4875","America/New_York","AS16509","Amazon.com, Inc.","amazon.com","52.94.224.0/20","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","52.84.0.0-52.95.255.255","+1-206-555-0000","Amazon Technologies Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"172.67.156.83",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","172.67.144.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","172.64.0.0/13","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"104.21.66.22",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.21.64.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"193.22.36.128",,,"www.mdr.de",,"Leipzig","Saxony","DE","04275","51.3667,12.3833","Europe/Berlin","AS680","Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.","dfn.de","193.22.32.0/20","education","DFN-Verein Geschaeftsstelle Berlin, Alexanderplatz 1, 10178 Berlin, Germany","DE","abuse@dfn.de","DFN Hostmaster","193.22.32.0/19","+49 30 884299 0","Mitteldeutscher Rundfunk (MDR)","mdr.de","business",,,,false,false,false,false,false,""
"66.128.59.230",,,"matthew.gipnetworks.com",,"Plano","Texas","US","75026","33.0198,-96.6989","America/Chicago","AS7819","Global IP Networks INC","gipnetworks.com","66.128.48.0/20","hosting","US, TX, Plano, 1009 Jupiter Rd Ste 500, 75074","US","abuse@gipnetworks.com","Abuse Department","66.128.59.0/24","+1-855-554-5888","Global IP Networks","gipnetworks.com","hosting",,,,false,false,false,false,true,""
"65.9.86.89",,,"server-65-9-86-89.ams1.r.cloudfront.net",,"Amsterdam","North Holland","NL","1012","52.3740,4.8897","Europe/Amsterdam","AS16509","Amazon.com, Inc.","amazon.com","65.9.86.0/24","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","65.9.0.0/17","+1-206-555-0000","Amazon.com, Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"216.55.155.127",,,,,"Phoenix","Arizona","US","85001","33.4484,-112.0740","America/Phoenix","AS30447","InternetNamesForBusiness.com","hostopia.com","216.55.144.0/20","hosting","US, MN, Shoreview, 3660 Victoria Street North, 55126","US","admin@internetnamesforbusiness.com","InternetNamesForBusiness","216.55.144.0/20","+1-800-322-9438","InternetNamesForBusiness.com","internetnamesforbusiness.com","hosting",,,,false,false,false,false,true,""
"104.26.1.99",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.26.0.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"54.186.239.177",,,"ec2-54-186-239-177.us-west-2.compute.amazonaws.com",,"Boardman","Oregon","US","97818","45.8399,-119.7006","America/Los_Angeles","AS16509","Amazon.com, Inc.","amazon.com","54.186.0.0/15","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","54.184.0.0/14","+1-206-555-0000","Amazon.com, Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"34.74.129.111",,,"111.129.74.34.bc.googleusercontent.com",,"North Charleston","South Carolina","US","29415","32.8546,-79.9748","America/New_York","AS396982","Google LLC","google.com","34.74.128.0/20","hosting","US, CA, Mountain View, 1600 Amphitheatre Parkway, 94043","US","google-cloud-compliance@google.com","GC Abuse","34.64.0.0/10","+1-650-253-0000","Google LLC","google.com","hosting",,,,false,false,false,false,true,""
"92.122.84.225",,,"a92-122-84-225.deploy.static.akamaitechnologies.com",,"Amsterdam","North Holland","NL","1012","52.3740,4.8897","Europe/Amsterdam","AS16625","Akamai Technologies, Inc.","akamai.com","92.122.84.0/22","hosting","Akamai Technologies, 8 Cambridge Center, 02142, Cambridge, MA, UNITED STATES","US","abuse@akamai.com","Abuse-C Role","92.122.84.0/22","+1-617-938-3130","Akamai Technologies","akamai.com","hosting",,,,false,false,false,false,true,""
"104.73.134.227",,,"a104-73-134-227.deploy.static.akamaitechnologies.com",,"Amsterdam","North Holland","NL","1012","52.3740,4.8897","Europe/Amsterdam","AS16625","Akamai Technologies, Inc.","akamai.com","104.73.128.0/19","hosting","US, MA, Cambridge, 8 Cambridge Center, Mailstop 926-G, 02142","US","abuse@akamai.com","NOC United States","104.73.128.0/19","+1-617-444-2535","Akamai International, BV","akamai.com","hosting",,,,false,false,false,false,true,""
"198.57.242.157",,,"198-57-242-157.unifiedlayer.com",,"Provo","Utah","US","84606","40.2347,-111.6447","America/Denver","AS46606","Unified Layer","endurance.com","198.57.128.0/17","hosting","US, UT, Provo, 1958 South 950 East, 84606","US","abuse@bluehost.com","Network Operations Center","198.57.240.0/22","+1-801-765-9400","WEBSITEWELCOME.COM","websitewelcome.com","hosting",,,,false,false,false,false,true,""
"173.231.200.224",,,"server.operationrescue.org",,"Los Angeles","California","US","90009","34.0522,-118.2437","America/Los_Angeles","AS22611","InMotion Hosting, Inc.","inmotionhosting.com","173.231.192.0/20","hosting","US, CA, El Segundo, 360 N. Pacific Coast Hwy, Suite 1055, 90245","US","abuse@inmotionhosting.com","Systems Team","173.231.192.0/18","+1-888-321-4678","InMotion Hosting, Inc.","inmotionhosting.com","hosting",,,,false,false,false,false,true,""
"104.26.0.140",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.26.0.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"52.222.139.126",,,"server-52-222-139-126.ams50.r.cloudfront.net",,"Amsterdam","North Holland","NL","1012","52.3740,4.8897","Europe/Amsterdam","AS16509","Amazon.com, Inc.","amazon.com","52.222.136.0/21","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","52.222.128.0/17","+1-206-555-0000","Amazon.com, Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"72.247.176.57",,,"a72-247-176-57.deploy.static.akamaitechnologies.com",,"Manchester","England","GB","M1","53.4809,-2.2374","Europe/London","AS20940","Akamai International B.V.","akamai.com","72.247.176.0/24","hosting","US, MA, Cambridge, 8 Cambridge Center, Mailstop 926-G, 02142","US","abuse@akamai.com","NOC United States","72.247.176.0/24","+1-617-444-2535","Akamai International, BV","akamai.com","hosting",,,,false,false,false,false,true,""
"104.73.146.251",,,"a104-73-146-251.deploy.static.akamaitechnologies.com",,"Amsterdam","North Holland","NL","1012","52.3740,4.8897","Europe/Amsterdam","AS16625","Akamai Technologies, Inc.","akamai.com","104.73.128.0/19","hosting","US, MA, Cambridge, 8 Cambridge Center, Mailstop 926-G, 02142","US","abuse@akamai.com","NOC United States","104.73.128.0/19","+1-617-444-2535","Akamai International, BV","akamai.com","hosting",,,,false,false,false,false,true,""
"34.111.249.109",,,"109.249.111.34.bc.googleusercontent.com",true,"Kansas City","Missouri","US","64106","39.0997,-94.5786","America/Chicago","AS396982","Google LLC","google.com","34.108.0.0/14","hosting","US, CA, Mountain View, 1600 Amphitheatre Parkway, 94043","US","google-cloud-compliance@google.com","GC Abuse","34.64.0.0/10","+1-650-253-0000","Google LLC","google.com","hosting",,,,false,false,false,false,true,""
"192.124.249.25",,,"cloudproxy10025.sucuri.net",true,"Menifee","California","US","92584","33.7283,-117.1464","America/Los_Angeles","AS30148","Sucuri","sucuri.net","192.124.249.0/24","hosting","US, AZ, TEMPE, 2155 E GODADDY  WAY, 85284","US","soc@sucuri.net","Security Operations Center","192.124.249.0/24","+1-951-234-3945","Sucuri","sucuri.net","hosting",,,,false,false,false,false,true,""
"35.246.185.66",,,"66.185.246.35.bc.googleusercontent.com",,"Frankfurt am Main","Hesse","DE","60326","50.1025,8.6299","Europe/Berlin","AS396982","Google LLC","google.com","35.246.176.0/20","hosting","US, CA, Mountain View, 1600 Amphitheatre Parkway, 94043","US","google-cloud-compliance@google.com","GC Abuse","35.208.0.0-35.247.255.255","+1-650-253-0000","Google LLC","google.com","hosting",,,,false,false,false,false,true,""
"108.156.60.60",,,"server-108-156-60-60.ams1.r.cloudfront.net",,"Amsterdam","North Holland","NL","1012","52.3740,4.8897","Europe/Amsterdam","AS16509","Amazon.com, Inc.","amazon.com","108.156.56.0/21","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","108.156.0.0/14","+1-206-555-0000","Amazon.com, Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"162.0.229.242",,,"premium126-3.web-hosting.com",,"Phoenix","Arizona","US","85001","33.4484,-112.0740","America/Phoenix","AS22612","Namecheap, Inc.","namecheap.com","162.0.229.0/24","hosting","US, CA, Los Angeles, 11400 W. Olympic Blvd. Suite 200, 90064","US","abuse@namecheaphosting.com","Abuse team","162.0.229.242/32","+1-323-375-2822","Namecheap, Inc.","namecheap.com","hosting",,,,false,false,false,false,true,""
"12.96.42.246",,,,,"Washington","Washington, D.C.","US","20004","38.8951,-77.0364","America/New_York","AS7018","AT&T Services, Inc.","att.com","12.0.0.0/9","isp","US, NJ, Parsippany, 400 Interpace Parkway, 07054","US","abuse@att.net","ATT Abuse","12.96.40.0/21","+1-919-319-8130","AT&T Services, Inc.","att.com","isp",,,,false,false,false,false,false,""
"34.66.151.130",,,"130.151.66.34.bc.googleusercontent.com",,"Council Bluffs","Iowa","US","51502","41.2619,-95.8608","America/Chicago","AS396982","Google LLC","google.com","34.66.144.0/20","hosting","US, CA, Mountain View, 1600 Amphitheatre Parkway, 94043","US","google-cloud-compliance@google.com","GC Abuse","34.64.0.0/10","+1-650-253-0000","Google LLC","google.com","hosting",,,,false,false,false,false,true,""
"68.65.122.203",,,"premium24-3.web-hosting.com",,"Denver","Colorado","US","80203","39.7392,-104.9847","America/Denver","AS22612","Namecheap, Inc.","namecheap.com","68.65.122.0/24","hosting","US, CA, Los Angeles, 11400 W. Olympic Blvd. Suite 200, 90064","US","abuse@namecheaphosting.com","Abuse team","68.65.122.203/32","+1-323-375-2822","Namecheap, Inc.","namecheap.com","hosting",,,,false,false,false,false,true,""
"151.101.193.114",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS54113","Fastly, Inc.","fastly.com","151.101.192.0/22","hosting","US, CA, San Francisco, PO Box 78266, 94107","US","abuse@fastly.com","Abuse Account","151.101.0.0/16","+1-415-496-9353","Fastly, Inc.","fastly.com","hosting",,,,false,false,false,false,true,""
"50.19.249.141",,,"ec2-50-19-249-141.compute-1.amazonaws.com",,"Ashburn","Virginia","US","20147","39.0437,-77.4875","America/New_York","AS14618","Amazon.com, Inc.","amazon.com","50.19.128.0/17","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","50.19.0.0/16","+1-206-555-0000","Amazon Data Services NoVa","amazon.com","hosting",,,,false,false,false,false,true,""
"3.0.204.191",,,"ec2-3-0-204-191.ap-southeast-1.compute.amazonaws.com",,"Singapore","Singapore","SG","018989","1.2897,103.8501","Asia/Singapore","AS16509","Amazon.com, Inc.","amazon.com","3.0.0.0/15","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","3.0.0.0/15","+1-206-555-0000","Amazon Data Services Singapore","amazon.com","hosting",,,,false,false,false,false,true,""
"151.101.194.152",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS54113","Fastly, Inc.","fastly.com","151.101.192.0/22","hosting","US, CA, San Francisco, PO Box 78266, 94107","US","abuse@fastly.com","Abuse Account","151.101.0.0/16","+1-415-496-9353","Fastly, Inc.","fastly.com","hosting",,,,false,false,false,false,true,""
"104.26.10.82",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.26.0.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"3.220.124.164",,,"ec2-3-220-124-164.compute-1.amazonaws.com",,"Ashburn","Virginia","US","20147","39.0437,-77.4875","America/New_York","AS14618","Amazon.com, Inc.","amazon.com","3.208.0.0/12","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","3.208.0.0/12","+1-206-555-0000","Amazon Data Services NoVa","amazon.com","hosting",,,,false,false,false,false,true,""
"34.215.51.200",,,"ec2-34-215-51-200.us-west-2.compute.amazonaws.com",,"Boardman","Oregon","US","97818","45.8399,-119.7006","America/Los_Angeles","AS16509","Amazon.com, Inc.","amazon.com","34.208.0.0/12","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","34.192.0.0/10","+1-206-555-0000","Amazon Technologies Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
